,P1,P2,C,First_Base,Second_Base,Third_Base,SS,OF1,OF2,OF3,Salary,Ownership,Profit,Selections,ARI,CHC,CIN,COL,LAD,NYM,PHI,PIT,SD,SF,Mean,Median,80th Percentile,95th Percentile,Value,UCB
1183,Luke Weaver (27560539),Matt Strahm (27560537),J.T. Realmuto (27560544),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Xander Bogaerts (27560559),Brandon Marsh (27560558),Juan Soto (27560557),Kyle Schwarber (27560542),49900.0,168.7,10387.90000000019,4105.0,0,0,0,0,0,0,3,0,5,0,92.20731599999971,88.765,116.96,147.40099999999998,1.5305481120585118,2.5351539525225513
1184,Luke Weaver (27560539),Michael Wacha (27560533),Tyler Stephenson (27560568),Wil Myers (27560610),Bryson Stott (27560585),Spencer Steer (27560617),Trea Turner (27560541),Kyle Schwarber (27560542),Nick Castellanos (27560553),Josh Harrison (27560647),49800.0,105.9,10415.700000000204,4116.0,0,0,3,0,0,0,5,0,0,0,102.04477099999981,98.51,129.722,163.02,1.5305393586006328,2.5351814808321365
1185,Kodai Senga (27560531),Matt Strahm (27560537),Yan Gomes (27560620),Carlos Santana (27560604),Nico Hoerner (27560571),Ke'Bryan Hayes (27560582),Dansby Swanson (27560546),Andrew McCutchen (27560556),Jack Suwinski (27560627),Connor Joe (27560595),49500.0,171.0,10476.400000000167,4140.0,0,3,0,0,0,0,0,5,0,0,94.71318300000003,90.78,119.67,151.64149999999995,1.5305314009662239,2.5352190761123365
1186,Kodai Senga (27560531),Luke Weaver (27560539),Yan Gomes (27560620),Christian Walker (27560614),Ketel Marte (27560573),Josh Rojas (27560572),Dansby Swanson (27560546),Corbin Carroll (27560580),Ian Happ (27560555),Lourdes Gurriel Jr. (27560599),49400.0,148.1,10471.300000000183,4138.0,5,3,0,0,0,0,0,0,0,0,87.73374400000002,84.485,111.05,140.65349999999995,1.5305219913001893,2.5352360983820863
1187,Kodai Senga (27560531),Matt Strahm (27560537),Yan Gomes (27560620),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Xander Bogaerts (27560559),Cody Bellinger (27560612),Ian Happ (27560555),Seiya Suzuki (27560554),50000.0,192.8,10390.300000000161,4106.0,0,4,0,0,0,0,0,0,4,0,97.14468299999989,94.005,122.18200000000002,153.35,1.5305163175840626,2.535267163932068
1188,Kodai Senga (27560531),Luke Weaver (27560539),Austin Nola (27560668),Pete Alonso (27560545),Jake Cronenworth (27560588),Manny Machado (27560564),Francisco Lindor (27560562),Brandon Nimmo (27560577),Juan Soto (27560557),Mark Canha (27560609),50000.0,149.3,10382.600000000177,4103.0,0,0,0,0,0,4,0,0,4,0,97.94234399999989,94.59,122.51200000000001,153.6105,1.530489885449714,2.5351710882537346
1189,Matt Strahm (27560537),Michael Wacha (27560533),Austin Barnes (27560670),Freddie Freeman (27560548),Jonathan India (27560549),Manny Machado (27560564),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),James Outman (27560581),Juan Soto (27560557),49300.0,231.8,10499.00000000024,4149.0,0,0,1,0,4,0,0,0,3,0,94.8945759999998,92.33,118.70400000000002,146.1205,1.5304892745240395,2.5352631899506077
1190,Luke Weaver (27560539),Michael Wacha (27560533),Austin Hedges (27560641),LaMonte Wade Jr. (27560618),Thairo Estrada (27560551),J.D. Davis (27560574),Trea Turner (27560541),Kyle Schwarber (27560542),Michael Conforto (27560584),Mike Yastrzemski (27560586),49900.0,81.8,10326.900000000123,4081.0,0,0,0,0,0,0,2,1,0,5,97.14227099999985,92.05,125.57400000000001,163.47349999999994,1.5304827248223778,2.535115651826776
1191,Michael Wacha (27560533),Ryne Nelson (27560535),Austin Barnes (27560670),Freddie Freeman (27560548),Nico Hoerner (27560571),Max Muncy (27560561),Dansby Swanson (27560546),David Peralta (27560638),Ian Happ (27560555),Trayce Thompson (27560625),49800.0,142.1,10380.000000000202,4102.0,0,3,0,0,5,0,0,0,0,0,89.68289999999979,87.065,112.8,140.54149999999996,1.5304729400293033,2.5353015541455566
1192,Kodai Senga (27560531),Ryne Nelson (27560535),Blake Sabol (27560631),Christian Walker (27560614),Ketel Marte (27560573),Josh Rojas (27560572),Brandon Crawford (27560613),Corbin Carroll (27560580),Michael Conforto (27560584),Thairo Estrada (27560551),49300.0,105.2,4428.300000000007,1750.0,4,0,0,0,0,0,0,0,0,4,94.15910200000005,90.57,117.93000000000004,148.37,1.5304571428571465,2.541603985774327
1193,Kodai Senga (27560531),Michael Wacha (27560533),Austin Nola (27560668),Freddie Freeman (27560548),Ha-Seong Kim (27560636),Max Muncy (27560561),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),Juan Soto (27560557),Michael Conforto (27560584),49900.0,214.3,10428.000000000187,4121.0,0,0,0,0,3,0,0,0,4,1,93.04928799999999,90.54,114.65200000000002,140.18099999999998,1.530453773356027,2.5352601249951645
1194,Luke Weaver (27560539),Matt Strahm (27560537),Tyler Stephenson (27560568),Jake Cronenworth (27560588),Jonathan India (27560549),Manny Machado (27560564),Xander Bogaerts (27560559),Jake Fraley (27560563),Juan Soto (27560557),Wil Myers (27560610),49800.0,136.8,10481.100000000202,4142.0,0,0,4,0,0,0,0,0,4,0,106.01431599999964,102.41499999999999,133.65600000000003,167.28,1.5304442298407055,2.5352020702812825
1195,Michael Grove (27560536),Sean Manaea (27560532),Joey Bart (27560663),Carlos Santana (27560604),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Juan Soto (27560557),49700.0,160.3,10341.900000000178,4087.0,0,0,0,0,0,0,0,3,4,1,95.28057100000042,91.95,121.15200000000002,152.20149999999995,1.5304379740641492,2.5350640996097558
1196,Matt Strahm (27560537),Michael Wacha (27560533),Tyler Stephenson (27560568),Jason Vosler (27560629),Nico Hoerner (27560571),Spencer Steer (27560617),Dansby Swanson (27560546),Ian Happ (27560555),Jake Fraley (27560563),Wil Myers (27560610),49800.0,127.5,10417.800000000196,4117.0,0,3,5,0,0,0,0,0,0,0,96.98077599999985,93.43,122.86,154.68399999999994,1.5304347826087432,2.5350514877593087
1197,Kodai Senga (27560531),Roansy Contreras (27560538),Austin Nola (27560668),Matt Carpenter (27560644),Nico Hoerner (27560571),Manny Machado (27560564),Xander Bogaerts (27560559),Cody Bellinger (27560612),Juan Soto (27560557),Seiya Suzuki (27560554),49200.0,198.8,10443.100000000186,4127.0,0,3,0,0,0,0,0,0,5,0,90.83357399999956,88.015,113.93800000000003,142.63049999999998,1.530433729101087,2.5352088623952196
1198,Kodai Senga (27560531),Sean Manaea (27560532),Austin Barnes (27560670),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),Jake Fraley (27560563),Juan Soto (27560557),50000.0,212.8,10478.500000000216,4141.0,0,0,1,0,2,0,0,0,5,0,99.97935399999996,96.21,125.18200000000002,157.801,1.5304274329872534,2.535089827361766
1199,Kodai Senga (27560531),Michael Wacha (27560533),J.T. Realmuto (27560544),Alec Bohm (27560565),Josh Harrison (27560647),Eduardo Escobar (27560626),Francisco Lindor (27560562),Brandon Nimmo (27560577),Jake Cave (27560637),Mark Canha (27560609),49800.0,132.0,10478.500000000166,4141.0,0,0,0,0,0,4,4,0,0,0,99.30098800000002,96.14500000000001,123.86,154.6869999999999,1.5304274329872412,2.535089827361766
1200,Kodai Senga (27560531),Michael Wacha (27560533),Yan Gomes (27560620),Eric Hosmer (27560639),Nico Hoerner (27560571),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Cody Bellinger (27560612),Juan Soto (27560557),Seiya Suzuki (27560554),49300.0,210.1,10463.300000000223,4135.0,0,5,0,0,0,0,0,0,3,0,94.96178799999998,92.125,118.69,145.32149999999996,1.5304232164450358,2.535140743677164
1201,Kodai Senga (27560531),Roansy Contreras (27560538),Austin Barnes (27560670),Freddie Freeman (27560548),Luke Williams (27560691),Manny Machado (27560564),Xander Bogaerts (27560559),J.D. Martinez (27560567),James Outman (27560581),Juan Soto (27560557),49900.0,226.0,10463.300000000174,4135.0,0,0,0,0,5,0,0,0,3,0,94.73317399999975,91.62,119.13,149.97099999999998,1.530423216445024,2.535140743677164
1202,Kodai Senga (27560531),Roansy Contreras (27560538),Yan Gomes (27560620),Pavin Smith (27560633),Ketel Marte (27560573),Max Muncy (27560561),Dansby Swanson (27560546),Corbin Carroll (27560580),Ian Happ (27560555),Lourdes Gurriel Jr. (27560599),50000.0,184.9,10301.30000000015,4071.0,4,3,0,0,1,0,0,0,0,0,86.39007399999952,83.78999999999999,107.382,133.85199999999998,1.5304102186195407,2.53520190987597
1203,Luke Weaver (27560539),Michael Grove (27560536),Austin Barnes (27560670),Freddie Freeman (27560548),Bryson Stott (27560585),Max Muncy (27560561),Trea Turner (27560541),J.D. Martinez (27560567),Kyle Schwarber (27560542),Trayce Thompson (27560625),49800.0,144.6,10232.800000000174,4044.0,0,0,0,0,5,0,3,0,0,0,89.10037699999985,85.73,113.78,144.24299999999997,1.5303659742829312,2.5350660175828565
1204,Kodai Senga (27560531),Michael Wacha (27560533),Yan Gomes (27560620),Freddie Freeman (27560548),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),James Outman (27560581),Juan Soto (27560557),Trayce Thompson (27560625),49900.0,225.2,10468.100000000233,4137.0,0,1,0,0,3,0,0,0,4,0,102.94878799999991,99.82,128.42,158.74099999999999,1.530360164370373,2.5351237551619703
1205,Kodai Senga (27560531),Michael Wacha (27560533),Austin Nola (27560668),Carlos Santana (27560604),Ji Hwan Bae (27560578),Ke'Bryan Hayes (27560582),Fernando Tatis Jr. (27560856),Bryan Reynolds (27560543),Juan Soto (27560557),Trent Grisham (27560597),49200.0,188.0,10427.600000000217,4121.0,0,0,0,0,0,0,0,4,4,0,99.57168800000002,96.91499999999999,123.15200000000002,153.29,1.5303567095365729,2.5350174654465114
1206,Kodai Senga (27560531),Michael Wacha (27560533),Tyler Stephenson (27560568),Jason Vosler (27560629),Ji Hwan Bae (27560578),Spencer Steer (27560617),Fernando Tatis Jr. (27560856),Bryan Reynolds (27560543),Jake Fraley (27560563),Wil Myers (27560610),49900.0,152.3,10437.700000000203,4125.0,0,0,5,0,0,0,0,2,1,0,106.63788799999989,103.66,132.572,165.10299999999995,1.5303515151515643,2.534983509116381
1207,Matt Strahm (27560537),Michael Wacha (27560533),J.T. Realmuto (27560544),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Xander Bogaerts (27560559),Brandon Marsh (27560558),Juan Soto (27560557),Josh Harrison (27560647),50000.0,169.9,10430.100000000177,4122.0,0,0,0,0,0,0,3,0,5,0,103.09487599999979,99.34,130.63,165.50299999999996,1.5303493449782088,2.535130270525248
1208,Kodai Senga (27560531),Michael Wacha (27560533),Austin Barnes (27560670),Freddie Freeman (27560548),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),J.D. Martinez (27560567),James Outman (27560581),Juan Soto (27560557),49900.0,236.0,10351.600000000217,4091.0,0,0,0,0,4,0,0,0,4,0,95.14768800000002,92.215,118.83,147.58149999999998,1.530334881447132,2.5350298154742292
1209,Kodai Senga (27560531),Ryan Feltner (27560540),Tyler Stephenson (27560568),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Bryan Reynolds (27560543),Jake Fraley (27560563),Juan Soto (27560557),49600.0,190.5,10387.000000000202,4105.0,0,0,2,0,0,0,0,1,5,0,98.18605199999998,94.545,124.11,156.26149999999996,1.5303288672351283,2.5351539525225513
1210,Kodai Senga (27560531),Luke Weaver (27560539),Yan Gomes (27560620),Pete Alonso (27560545),Jeff McNeil (27560600),Eduardo Escobar (27560626),Francisco Lindor (27560562),Juan Soto (27560557),Mark Canha (27560609),Seiya Suzuki (27560554),49700.0,138.6,10331.30000000018,4083.0,0,2,0,0,0,5,0,0,1,0,95.89244399999988,92.78999999999999,119.33,148.84199999999998,1.5303208425178005,2.5350984509196843
1211,Luke Weaver (27560539),Matt Strahm (27560537),J.T. Realmuto (27560544),Pete Alonso (27560545),Bryson Stott (27560585),Alec Bohm (27560565),Francisco Lindor (27560562),Mark Canha (27560609),Nick Castellanos (27560553),Tommy Pham (27560606),50000.0,130.6,10359.100000000179,4094.0,0,0,0,0,0,4,4,0,0,0,95.04901599999968,91.85499999999999,119.32800000000002,151.5305,1.5303126526624764,2.5351262762836035
1212,Matt Strahm (27560537),Michael Wacha (27560533),Tyler Stephenson (27560568),Wil Myers (27560610),Ke'Bryan Hayes (27560582),Rodolfo Castro (27560615),Bryan Reynolds (27560543),Jake Fraley (27560563),Connor Joe (27560595),Ji Hwan Bae (27560578),49300.0,140.5,10295.800000000181,4069.0,0,0,3,0,0,0,0,5,0,0,116.15777599999973,111.69,147.204,187.52249999999998,1.5303022855738957,2.534973451733859
1213,Kodai Senga (27560531),Sean Manaea (27560532),Austin Nola (27560668),Eric Hosmer (27560639),Nico Hoerner (27560571),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Cody Bellinger (27560612),Juan Soto (27560557),Seiya Suzuki (27560554),49800.0,210.9,10356.500000000207,4093.0,0,4,0,0,0,0,0,0,4,0,93.62495399999992,91.14500000000001,116.49,143.73049999999998,1.5302956266797476,2.535012698535322
1214,Kodai Senga (27560531),Sean Manaea (27560532),Gabriel Moreno (27560656),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Corbin Carroll (27560580),Jake Fraley (27560563),Juan Soto (27560557),49500.0,209.6,10298.3000000002,4070.0,2,0,1,0,0,0,0,0,5,0,100.07625399999996,96.57499999999999,125.09400000000002,157.95349999999993,1.5302948402948893,2.5350877088710253
1215,Michael Wacha (27560533),Sean Manaea (27560532),Yan Gomes (27560620),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Brandon Marsh (27560558),Juan Soto (27560557),Kyle Schwarber (27560542),49600.0,186.1,10374.200000000212,4100.0,0,1,0,0,0,0,2,0,5,0,92.3342229999997,89.44,116.19,145.31249999999997,1.5302926829268808,2.535074871976847
1216,Kodai Senga (27560531),Luke Weaver (27560539),Elias Diaz (27560587),Jake Cronenworth (27560588),Ryan McMahon (27560570),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Jurickson Profar (27560592),Kris Bryant (27560547),49500.0,159.5,10437.400000000192,4125.0,0,0,0,4,0,0,0,0,4,0,98.14734399999988,94.97999999999999,122.90400000000002,154.14099999999996,1.5302787878788344,2.534983509116381
1217,Luke Weaver (27560539),Ryne Nelson (27560535),Tyler Stephenson (27560568),Alec Bohm (27560565),Bryson Stott (27560585),Spencer Steer (27560617),Trea Turner (27560541),Jake Fraley (27560563),Kyle Schwarber (27560542),Josh Harrison (27560647),49900.0,92.3,10260.200000000172,4055.0,0,0,3,0,0,0,5,0,0,0,101.09707199999987,97.815,128.23600000000002,161.62149999999997,1.5302589395808068,2.5350941985462567
1218,Matt Strahm (27560537),Michael Wacha (27560533),Austin Barnes (27560670),Freddie Freeman (27560548),Rodolfo Castro (27560615),Manny Machado (27560564),Xander Bogaerts (27560559),J.D. Martinez (27560567),James Outman (27560581),Juan Soto (27560557),50000.0,208.2,10320.900000000192,4079.0,0,0,0,0,4,0,0,1,3,0,99.0889759999999,96.60499999999999,123.9,153.75199999999998,1.5302525128708488,2.5348877114746435
1219,Kodai Senga (27560531),Matt Strahm (27560537),Austin Barnes (27560670),Freddie Freeman (27560548),Ketel Marte (27560573),Josh Rojas (27560572),Geraldo Perdomo (27560593),Corbin Carroll (27560580),J.D. Martinez (27560567),James Outman (27560581),50000.0,203.7,10288.00000000016,4066.0,4,0,0,0,4,0,0,0,0,0,94.05488300000003,91.375,117.86400000000002,147.3944999999999,1.5302508607968912,2.5351222270302687
1220,Kodai Senga (27560531),Roansy Contreras (27560538),J.T. Realmuto (27560544),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Jack Suwinski (27560627),Juan Soto (27560557),Kyle Schwarber (27560542),49700.0,238.8,10351.2000000002,4091.0,0,0,0,0,0,0,2,1,5,0,99.99967399999959,96.435,125.36,159.26049999999998,1.5302371058421416,2.5350298154742292
1221,Michael Wacha (27560533),Sean Manaea (27560532),Yan Gomes (27560620),Trey Mancini (27560635),David Villar (27560590),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Ian Happ (27560555),Juan Soto (27560557),Seiya Suzuki (27560554),50000.0,177.9,10310.700000000184,4075.0,0,4,0,0,0,0,0,0,3,1,96.56342299999977,94.08500000000001,120.912,148.94249999999997,1.530233128834401,2.5349219570809995
1222,Kodai Senga (27560531),Roansy Contreras (27560538),Gabriel Moreno (27560656),Pete Alonso (27560545),Ketel Marte (27560573),Josh Rojas (27560572),Francisco Lindor (27560562),Corbin Carroll (27560580),Tommy Pham (27560606),Jeff McNeil (27560600),49400.0,156.9,10406.800000000181,4113.0,4,0,0,0,0,4,0,0,0,0,92.26107399999962,89.31,116.94200000000001,147.17099999999996,1.5302212496961296,2.5348424447131226
1223,Matt Strahm (27560537),Michael Wacha (27560533),Austin Barnes (27560670),Freddie Freeman (27560548),Ha-Seong Kim (27560636),Max Muncy (27560561),Xander Bogaerts (27560559),Brandon Nimmo (27560577),J.D. Martinez (27560567),Juan Soto (27560557),49800.0,194.0,10239.70000000018,4047.0,0,0,0,0,4,1,0,0,3,0,91.64867599999984,89.39,113.19400000000002,138.99149999999997,1.530195206325718,2.534916475192753
1224,Luke Weaver (27560539),Matt Strahm (27560537),J.T. Realmuto (27560544),Alec Bohm (27560565),Ketel Marte (27560573),Josh Rojas (27560572),Fernando Tatis Jr. (27560856),Corbin Carroll (27560580),Kyle Schwarber (27560542),Nick Castellanos (27560553),49600.0,182.8,10388.900000000216,4106.0,3,0,0,0,0,0,4,0,1,0,98.10161599999965,95.51,122.41,152.08449999999993,1.5301753531417963,2.5347800718716686
1225,Kodai Senga (27560531),Luke Weaver (27560539),Joey Bart (27560663),Freddie Freeman (27560548),Jeff McNeil (27560600),Max Muncy (27560561),Francisco Lindor (27560562),Brandon Nimmo (27560577),J.D. Martinez (27560567),Tommy Pham (27560606),49500.0,144.7,10272.500000000187,4060.0,0,0,0,0,3,4,0,0,0,1,94.76124399999993,91.515,118.41,148.712,1.5301724137931496,2.5349278263805597
1226,Luke Weaver (27560539),Matt Strahm (27560537),Tyler Stephenson (27560568),Jason Vosler (27560629),Jonathan India (27560549),Spencer Steer (27560617),Dansby Swanson (27560546),Ian Happ (27560555),Jake Fraley (27560563),Seiya Suzuki (27560554),50000.0,116.5,10340.800000000196,4087.0,0,3,5,0,0,0,0,0,0,0,89.43971599999982,87.025,112.08,139.9905,1.5301688279912395,2.534819421361652
1227,Ryne Nelson (27560535),Sean Manaea (27560532),Gabriel Moreno (27560656),Freddie Freeman (27560548),Geraldo Perdomo (27560593),Josh Rojas (27560572),Trea Turner (27560541),Corbin Carroll (27560580),David Peralta (27560638),Trayce Thompson (27560625),49400.0,122.5,3757.299999999991,1485.0,4,0,0,0,3,0,1,0,0,0,90.974764,88.78,113.06200000000001,140.65299999999996,1.530168350168344,2.543304360340116
1228,Kodai Senga (27560531),Luke Weaver (27560539),Austin Barnes (27560670),Pete Alonso (27560545),Ketel Marte (27560573),Max Muncy (27560561),Francisco Lindor (27560562),J.D. Martinez (27560567),Tommy Pham (27560606),Trayce Thompson (27560625),49300.0,141.2,10318.000000000187,4078.0,1,0,0,0,4,3,0,0,0,0,88.55694399999999,86.15,110.382,137.91499999999994,1.5301618440412426,2.5350188757001155
1229,Luke Weaver (27560539),Michael Wacha (27560533),J.T. Realmuto (27560544),LaMonte Wade Jr. (27560618),Thairo Estrada (27560551),J.D. Davis (27560574),Trea Turner (27560541),Michael Conforto (27560584),Mike Yastrzemski (27560586),Trayce Thompson (27560625),50000.0,85.2,10396.400000000156,4109.0,0,0,0,0,1,0,2,0,0,5,99.24117099999984,93.995,126.84,165.16199999999998,1.5301533219761878,2.5348763628875814
1230,Roansy Contreras (27560538),Sean Manaea (27560532),Yan Gomes (27560620),Christian Walker (27560614),Ketel Marte (27560573),Josh Rojas (27560572),Dansby Swanson (27560546),Corbin Carroll (27560580),Lourdes Gurriel Jr. (27560599),Seiya Suzuki (27560554),49600.0,160.9,10396.400000000145,4109.0,5,3,0,0,0,0,0,0,0,0,83.97574399999978,80.515,107.18800000000003,136.42049999999998,1.5301533219761851,2.5348763628875814
